TMLP_ID	TMLP_ML_ID	TMLP_PART_ID
530	5608	592
531	5609	592
532	5610	592
533	5611	592
534	5612	592
535	5613	592
536	5614	592
537	5615	589
538	5616	589
539	5617	589
540	5618	589
541	5620	585
542	5621	747
543	5622	589
544	5623	723
545	5625	747
546	5626	747
547	5627	747
548	5628	747
549	5629	747
550	5630	747
551	5631	747
552	5632	747
553	5633	591
554	5634	747
555	5635	747
556	5636	747
557	5637	747
558	5638	747
559	5639	747
560	5640	597
561	5641	597
562	5642	597
563	5643	597
564	5644	597
565	5645	597
566	5646	597
567	5647	597
568	5648	597
569	5649	597
570	5650	597
571	5651	597
572	5652	597
573	5653	597
574	5654	597
575	5655	597
576	5656	597
577	5657	597
578	5658	597
579	5659	597
580	5660	597
581	5661	597
582	5662	597
583	5663	597
584	5664	597
585	5665	605
586	5666	605
587	5667	605
588	5668	605
589	5669	605
590	5670	605
591	5671	605
592	5672	605
593	5673	605
594	5674	605
595	5675	605
596	5676	605
597	5677	605
598	5678	605
599	5679	605
600	5680	605
601	5681	605
602	5682	605
603	5689	747
604	5690	653
605	5693	585
606	5694	652
607	5695	652
608	5696	652
609	5697	709
610	5698	652
611	5699	652
612	5700	652
613	5701	652
614	5702	652
615	5703	652
616	5704	652
617	5705	652
618	5706	652
619	5707	652
620	5708	652
621	5709	652
622	5710	652
623	5711	652
624	5712	652
625	5713	652
626	5714	652
627	5715	652
628	5716	652
629	5717	652
630	5718	652
631	5719	652
632	5720	652
633	5721	652
634	5722	652
635	5723	652
636	5724	652
637	5725	652
638	5726	652
639	5727	572
640	5729	591
641	5730	591
642	5731	591
643	5732	591
644	5733	591
645	5734	591
646	5735	591
647	5736	591
648	5737	591
649	5738	591
650	5739	591
651	5740	591
652	5741	591
653	5742	591
654	5743	591
655	5744	591
656	5745	591
657	5746	591
658	5747	591
659	5748	591
660	5749	591
661	5750	591
662	5751	591
663	5752	591
664	5753	591
665	5754	591
666	5755	747
667	5757	585
668	5758	576
669	5759	576
670	5760	576
671	5761	576
672	5762	576
673	5763	576
674	5764	576
675	5765	576
676	5766	576
677	5767	576
678	5768	576
679	5769	576
680	5770	576
681	5771	576
682	5772	576
683	5773	576
684	5774	589
685	5775	580
686	5776	580
687	5777	580
688	5778	589
689	5779	580
690	5780	589
691	5781	580
692	5782	580
693	5783	589
694	5784	589
695	5785	580
696	5786	580
697	5787	592
698	5788	592
699	5789	592
700	5790	592
701	5791	589
702	5793	640
703	5794	640
704	5795	640
705	5796	640
706	5797	640
707	5798	640
708	5799	640
709	5801	652
710	5802	652
711	5804	631
712	5805	631
713	5806	631
714	5807	632
715	5808	631
716	5809	632
717	5810	632
718	5811	632
719	5812	632
720	5813	631
721	5814	572
722	5815	639
723	5816	639
724	5817	639
725	5818	639
726	5819	639
727	5820	639
728	5821	639
729	5822	639
730	5823	639
731	5824	639
732	5825	639
733	5826	639
734	5827	639
735	5828	639
736	5829	639
737	5830	639
738	5831	639
739	5832	639
740	5833	639
741	5834	639
742	5835	639
743	5836	639
744	5837	639
745	5838	639
746	5839	639
747	5840	639
748	5841	639
749	5842	639
750	5843	639
751	5844	639
752	5845	639
753	5846	639
754	5847	639
755	5848	639
756	5849	639
757	5851	572
758	5852	572
759	5853	580
760	5854	648
761	5855	648
762	5856	655
763	5857	658
764	5858	658
765	5859	658
766	5860	658
767	5861	658
768	5862	658
769	5863	658
770	5864	658
771	5865	658
772	5866	658
773	5867	658
774	5868	658
775	5869	658
776	5870	658
777	5871	658
778	5872	658
779	5873	658
780	5874	658
781	5875	658
782	5876	658
783	5877	658
784	5878	658
785	5879	658
786	5880	658
787	5882	663
788	5883	682
789	5884	682
790	5885	682
791	5886	682
792	5887	682
793	5888	682
794	5889	682
795	5890	682
796	5891	682
797	5893	678
798	5894	757
799	5895	757
800	5896	757
801	5897	757
802	5898	757
803	5899	757
804	5900	757
805	5901	757
806	5902	757
807	5903	757
808	5905	695
809	5906	651
810	5908	596
811	5909	596
812	5910	596
813	5911	596
814	5912	596
815	5913	596
816	5914	596
817	5915	596
818	5916	596
819	5917	596
820	5918	596
821	5919	596
822	5920	596
823	5921	596
824	5922	596
825	5923	596
826	5924	596
827	5925	596
828	5933	599
829	5934	599
830	5936	599
831	5937	599
832	5938	599
833	5940	599
834	5941	599
835	5943	599
836	5945	599
837	5946	599
838	5947	599
839	5948	599
840	5949	599
841	5950	599
842	5951	599
843	5952	599
844	5953	599
845	5954	599
846	5955	599
847	5956	599
848	5957	599
849	5958	599
850	5959	599
851	5961	606
852	5962	606
853	5963	606
854	5964	606
855	5965	606
856	5966	606
857	5967	606
858	5968	606
859	5969	606
860	5970	606
861	5971	606
862	5972	606
863	5973	606
864	5974	606
865	5975	606
866	5976	606
867	5977	606
868	5978	606
869	5979	606
870	5980	606
871	5981	606
872	6001	617
873	6002	617
874	6003	571
875	6004	617
876	6005	617
877	6006	617
878	6007	617
879	6008	617
880	6009	617
881	6010	617
882	6011	617
883	6012	617
884	6013	617
885	6014	617
886	6015	617
887	6016	617
888	6017	617
889	6018	617
890	6019	617
891	6021	601
892	6022	601
893	6023	603
894	6024	603
895	6025	603
896	6026	603
897	6027	603
898	6028	603
899	6029	603
900	6030	603
901	6031	603
902	6032	603
903	6033	603
904	6034	603
905	6035	603
906	6036	603
907	6037	603
908	6038	603
909	6039	603
910	6040	603
911	6041	603
912	6042	603
913	6043	603
914	6044	623
915	6045	623
916	6046	623
917	6047	623
918	6048	623
919	6049	623
920	6050	623
921	6051	623
922	6052	623
923	6053	623
924	6054	623
925	6055	623
926	6056	623
927	6057	623
928	6058	623
929	6059	623
930	6060	623
931	6061	761
932	6062	761
933	6063	759
934	6064	759
935	6065	759
936	6066	759
937	6067	759
938	6068	759
939	6069	585
940	6070	771
941	6071	592
942	6072	592
943	6074	759
944	6075	759
945	6076	759
946	6077	759
947	6078	759
948	6079	759
949	6080	759
950	6081	759
951	6084	747
952	6085	747
953	6086	747
954	6087	747
955	6088	747
956	6089	747
957	6090	747
958	6091	747
959	6092	747
960	6093	572
961	6094	747
962	6095	759
963	6096	759
964	6097	759
965	6098	759
966	6099	572
967	6100	572
968	6101	572
969	6102	572
970	6103	759
971	6104	759
972	6105	759
973	6106	759
974	6107	759
975	6108	572
976	6109	572
977	6110	572
978	6111	747
979	6112	747
980	6113	747
981	6114	747
982	6115	603
983	6116	747
984	6117	759
985	6118	603
986	6119	763
987	6120	747
988	6121	759
989	6122	580
990	6123	582
991	6124	747
992	6126	592
993	6127	592
994	6128	592
995	6129	592
996	6130	759
997	6131	747
998	6132	655
999	6133	759
1000	6134	655
1001	6135	592
1002	6136	759
1003	6137	759
1004	6138	759
1005	6139	759
1006	6140	759
1007	6141	759
1008	6142	592
1009	6143	759
1010	6144	759
1011	6145	592
1012	6146	759
1013	6147	759
1014	6148	759
1015	6149	759
1016	6150	759
1017	6151	759
1018	6152	576
1019	6153	592
1020	6154	759
1021	6155	759
1022	6156	580
1023	6157	747
1024	6158	747
1025	6159	747
1026	6160	747
1027	6161	678
1028	6162	678
1029	6163	747
1030	6164	747
1031	6165	747
1032	6166	648
1033	6167	678
1034	6168	709
1035	6169	759
1036	6170	759
1037	6171	759
1038	6172	582
1039	6173	759
1040	6174	759
1041	6175	585
1042	6176	747
1043	6177	648
1044	6178	747
1045	6179	747
1046	6180	652
1047	6181	652
1048	6182	759
1049	6183	759
1050	6184	759
1051	6185	759
1052	6186	747
1053	6187	585
1054	6188	585
1055	6190	591
1056	6191	591
1057	6192	591
1058	6193	591
1059	6194	591
1060	6195	591
1061	6196	591
1062	6197	759
1063	6198	593
1064	6199	593
1065	6200	593
1066	6201	593
1067	6202	593
1068	6203	593
1069	6204	593
1070	6205	593
1071	6206	589
1072	6207	585
1073	6208	585
1074	6209	652
1075	6210	652
1076	6211	593
1077	6212	759
1078	6213	759
1079	6214	596
1080	6215	596
1081	6216	596
1082	6217	596
1083	6218	759
1084	6219	648
1085	6220	595
1086	6221	595
1087	6222	595
1088	6223	595
1089	6224	595
1090	6225	595
1091	6226	595
1092	6227	585
1093	6228	595
1094	6229	759
1095	6230	759
1096	6232	594
1097	6233	594
1098	6234	594
1099	6235	594
1100	6236	594
1101	6237	594
1102	6238	594
1103	6239	594
1104	6240	594
1105	6241	594
1106	6242	594
1107	6243	594
1108	6244	594
1109	6245	594
1110	6246	594
1111	6247	594
1112	6248	594
1113	6249	594
1114	6251	597
1115	6252	597
1116	6253	597
1117	6254	597
1118	6255	597
1119	6256	759
1120	6257	759
1121	6258	759
1122	6259	759
1123	6260	759
1124	6261	759
1125	6262	759
1126	6263	759
1127	6264	759
1128	6265	597
1129	6266	597
1130	6267	759
1131	6268	759
1132	6269	759
1133	6270	759
1134	6271	597
1135	6272	597
1136	6273	597
1137	6274	597
1138	6275	759
1139	6276	759
1140	6277	759
1141	6278	759
1142	6279	759
1143	6280	759
1144	6281	759
1145	6282	759
1146	6283	759
1147	6284	597
1148	6285	597
1149	6286	759
1150	6287	597
1151	6288	759
1152	6289	759
1153	6290	597
1154	6291	759
1155	6292	597
1156	6293	597
1157	6294	597
1158	6295	703
1159	6296	759
1160	6297	597
1161	6298	597
1162	6299	759
1163	6300	759
1164	6301	617
1165	6302	616
1166	6303	605
1167	6304	617
1168	6305	617
1169	6306	597
1170	6307	597
1171	6308	597
1172	6309	759
1173	6310	617
1174	6311	617
1175	6312	759
1176	6313	759
1177	6314	617
1178	6315	617
1179	6316	759
1180	6317	759
1181	6318	759
1182	6319	759
1183	6320	759
1184	6321	759
1185	6322	759
1186	6323	759
1187	6324	759
1188	6325	759
1189	6327	598
1190	6328	597
1191	6329	618
1192	6330	618
1193	6331	597
1194	6332	598
1195	6333	598
1196	6334	618
1197	6335	618
1198	6336	618
1199	6337	618
1200	6338	618
1201	6339	618
1202	6340	618
1203	6341	618
1204	6342	618
1205	6343	618
1206	6344	618
1207	6345	618
1208	6346	618
1209	6347	618
1210	6348	618
1211	6349	618
1212	6350	616
1213	6351	606
1214	6352	599
1215	6353	599
1216	6354	599
1217	6355	759
1218	6356	599
1219	6357	599
1220	6358	599
1221	6360	600
1222	6361	600
1223	6362	600
1224	6363	600
1225	6364	600
1226	6365	600
1227	6366	600
1228	6367	600
1229	6368	600
1230	6369	600
1231	6370	600
1232	6371	600
1233	6372	600
1234	6373	600
1235	6374	600
1236	6375	600
1237	6376	600
1238	6377	600
1239	6378	759
1240	6379	600
1241	6380	600
1242	6381	759
1243	6382	600
1244	6383	600
1245	6384	759
1246	6385	600
1247	6386	600
1248	6387	600
1249	6388	600
1250	6389	759
1251	6390	600
1252	6391	759
1253	6392	759
1254	6393	759
1255	6394	602
1256	6395	602
1257	6396	602
1258	6397	602
1259	6398	602
1260	6401	603
1261	6402	601
1262	6403	759
1263	6404	759
1264	6405	601
1265	6406	601
1266	6407	601
1267	6408	601
1268	6409	601
1269	6410	601
1270	6411	601
1271	6412	601
1272	6413	601
1273	6414	601
1274	6415	601
1275	6416	601
1276	6417	601
1277	6418	601
1278	6419	601
1279	6420	594
1280	6421	601
1281	6422	601
1282	6423	603
1283	6424	759
1284	6425	759
1285	6426	759
1286	6427	759
1287	6428	759
1288	6429	759
1289	6430	759
1290	6431	759
1291	6432	759
1292	6433	759
1293	6434	759
1294	6435	759
1295	6436	759
1296	6437	759
1297	6438	759
1298	6439	759
1299	6440	759
1300	6441	759
1301	6442	759
1302	6443	759
1303	6444	759
1304	6445	759
1305	6446	759
1306	6447	759
1307	6448	759
1308	6449	759
1309	6450	759
1310	6451	759
1311	6452	759
1312	6453	759
1313	6454	759
1314	6455	759
1315	6456	759
1316	6457	759
1317	6458	759
1318	6459	759
1319	6461	580
1320	6462	580
1321	6463	763
1322	6464	763
1323	6465	759
1324	6466	763
1325	6467	763
1326	6468	763
1327	6469	763
1328	6470	759
1329	6471	581
1330	6472	763
1331	6473	763
1332	6474	763
1333	6475	763
1334	6476	581
1335	6477	581
1336	6478	763
1337	6479	763
1338	6480	763
1339	6481	763
1340	6482	763
1341	6483	763
1342	6484	763
1343	6485	763
1344	6486	763
1345	6487	763
1346	6488	763
1347	6489	763
1348	6490	763
1349	6491	763
1350	6492	763
1351	6493	759
1352	6494	759
1353	6495	759
1354	6496	759
1355	6497	763
1356	6498	759
1357	6499	759
1358	6500	759
1359	6501	759
1360	6502	759
1361	6503	759
1362	6504	759
1363	6505	759
1364	6506	759
1365	6507	763
1366	6508	759
1367	6509	759
1368	6510	759
1369	6511	602
1370	6512	763
1371	6513	759
1372	6514	759
1373	6515	759
1374	6516	759
1375	6517	759
1376	6518	759
1377	6519	660
1378	6520	759
1379	6521	759
1380	6522	759
1381	6523	759
1382	6524	763
1383	6525	763
1384	6527	594
1385	6528	594
1386	6529	594
1387	6530	605
1388	6531	605
1389	6532	759
1390	6533	759
1391	6534	759
1392	6535	759
1393	6536	605
1394	6537	759
1395	6538	759
1396	6539	605
1397	6540	605
1398	6541	759
1399	6542	759
1400	6543	759
1401	6544	759
1402	6545	605
1403	6546	759
1404	6547	605
1405	6548	605
1406	6549	759
1407	6550	759
1408	6551	759
1409	6552	759
1410	6553	759
1411	6554	759
1412	6555	759
1413	6556	759
1414	6557	759
1415	6558	759
1416	6559	605
1417	6560	759
1418	6561	759
1419	6562	759
1420	6563	605
1421	6564	605
1422	6565	605
1423	6566	605
1424	6567	605
1425	6568	759
1426	6569	759
1427	6570	759
1428	6571	759
1429	6573	598
1430	6574	598
1431	6575	598
1432	6576	598
1433	6577	598
1434	6578	598
1435	6579	759
1436	6580	759
1437	6581	759
1438	6582	759
1439	6583	759
1440	6585	616
1441	6586	616
1442	6587	616
1443	6588	616
1444	6589	616
1445	6590	616
1446	6591	616
1447	6592	616
1448	6593	616
1449	6594	616
1450	6595	616
1451	6596	616
1452	6597	616
1453	6598	616
1454	6599	616
1455	6600	616
1456	6601	616
1457	6602	616
1458	6603	616
1459	6604	616
1460	6605	616
1461	6606	616
1462	6607	616
1463	6608	616
1464	6609	616
1465	6610	616
1466	6611	616
1467	6612	759
1468	6613	759
1469	6614	759
1470	6615	759
1471	6616	759
1472	6617	759
1473	6619	593
1474	6620	593
1475	6621	593
1476	6622	593
1477	6623	593
1478	6624	593
1479	6625	759
1480	6626	759
1481	6627	759
1482	6628	759
1483	6629	759
1484	6630	759
1485	6631	759
1486	6632	759
1487	6633	759
1488	6634	759
1489	6635	759
1490	6636	759
1491	6637	759
1492	6638	759
1493	6639	759
1494	6640	759
1495	6641	759
1496	6642	759
1497	6643	593
1498	6644	593
1499	6645	593
1500	6647	620
1501	6648	620
1502	6649	620
1503	6650	620
1504	6651	620
1505	6652	620
1506	6653	620
1507	6654	620
1508	6655	620
1509	6656	620
1510	6657	620
1511	6658	620
1512	6659	620
1513	6660	620
1514	6661	620
1515	6662	620
1516	6663	620
1517	6664	620
1518	6665	620
1519	6666	759
1520	6667	759
1521	6668	759
1522	6669	759
1523	6670	759
1524	6671	620
1525	6672	620
1526	6673	620
1527	6674	759
1528	6675	759
1529	6676	759
1530	6677	759
1531	6678	759
1532	6679	606
1533	6682	622
1534	6683	621
1535	6684	621
1536	6685	621
1537	6686	621
1538	6687	621
1539	6688	621
1540	6689	621
1541	6690	621
1542	6691	621
1543	6692	621
1544	6693	621
1545	6694	621
1546	6695	621
1547	6696	621
1548	6697	621
1549	6698	621
1550	6699	621
1551	6700	759
1552	6701	759
1553	6702	759
1554	6703	621
1555	6704	621
1556	6705	759
1557	6706	759
1558	6707	759
1559	6708	759
1560	6710	622
1561	6711	622
1562	6712	622
1563	6713	622
1564	6714	622
1565	6715	622
1566	6716	622
1567	6717	622
1568	6718	622
1569	6719	622
1570	6720	622
1571	6721	622
1572	6722	622
1573	6723	622
1574	6724	622
1575	6725	622
1576	6726	622
1577	6727	622
1578	6728	759
1579	6729	759
1580	6730	759
1581	6731	759
1582	6733	623
1583	6734	623
1584	6735	623
1585	6736	759
1586	6737	759
1587	6738	759
1588	6739	759
1589	6740	759
1590	6741	759
1591	6743	623
1592	6744	623
1593	6745	623
1594	6746	623
1595	6747	623
1596	6748	624
1597	6749	624
1598	6750	624
1599	6751	624
1600	6752	624
1601	6753	624
1602	6754	624
1603	6755	624
1604	6756	624
1605	6757	624
1606	6758	624
1607	6759	624
1608	6760	624
1609	6761	624
1610	6762	624
1611	6763	624
1612	6764	759
1613	6765	759
1614	6766	759
1615	6767	759
1616	6768	759
1617	6769	759
1618	6772	625
1619	6773	625
1620	6774	625
1621	6775	625
1622	6776	625
1623	6777	625
1624	6778	625
1625	6779	625
1626	6780	625
1627	6781	625
1628	6782	625
1629	6783	625
1630	6784	625
1631	6785	625
1632	6786	625
1633	6787	625
1634	6788	759
1635	6789	759
1636	6790	759
1637	6791	625
1638	6792	759
1639	6793	759
1640	6794	625
1641	6795	625
1642	6796	759
1643	6797	625
1644	6798	625
1645	6800	626
1646	6801	626
1647	6802	626
1648	6803	626
1649	6804	626
1650	6805	626
1651	6806	626
1652	6807	626
1653	6808	626
1654	6809	626
1655	6810	626
1656	6811	626
1657	6812	626
1658	6813	626
1659	6814	626
1660	6815	626
1661	6816	626
1662	6817	626
1663	6818	626
1664	6819	626
1665	6820	703
1666	6821	703
1667	6822	703
1668	6823	703
1669	6824	703
1670	6825	703
1671	6826	703
1672	6827	602
1673	6828	626
1674	6829	759
1675	6830	759
1676	6831	620
1677	6832	626
1678	6833	626
1679	6834	759
1680	6835	759
1681	6836	759
1682	6838	703
1683	6839	703
1684	6840	703
1685	6841	703
1686	6842	703
1687	6843	703
1688	6844	759
1689	6846	759
1690	6847	759
1691	6848	759
1692	6849	759
1693	6850	759
1694	6851	759
1695	6852	759
1696	6853	759
1697	6854	759
1698	6855	759
1699	6856	759
1700	6857	759
1701	6858	759
1702	6860	759
1703	6861	759
1704	6862	759
1705	6863	759
1706	6865	759
1707	6866	703
1708	6867	759
1709	6868	705
1710	6869	705
1711	6870	705
1712	6871	705
1713	6872	708
1714	6873	709
1715	6874	678
1716	6875	759
1717	6876	759
1718	6877	759
1719	6878	759
1720	6879	759
1721	6880	759
1722	6881	759
1723	6882	759
1724	6883	759
1725	6884	759
1726	6885	705
1727	6886	705
1728	6887	703
1729	6888	703
1730	6889	703
1731	6890	703
1732	6891	759
1733	6892	759
1734	6893	759
1735	6894	759
1736	6895	759
1737	6896	759
1738	6897	759
1739	6898	759
1740	6899	759
1741	6900	759
1742	6901	708
1743	6902	759
1744	6903	759
1745	6904	707
1746	6905	708
1747	6906	678
1748	6907	708
1749	6908	708
1750	6909	678
1751	6910	714
1752	6911	708
1753	6912	708
1754	6913	703
1755	6914	759
1756	6915	707
1757	6916	759
1758	6917	759
1759	6919	707
1760	6920	707
1761	6921	707
1762	6922	707
1763	6923	707
1764	6924	707
1765	6925	759
1766	6926	759
1767	6927	759
1768	6928	759
1769	6929	759
1770	6930	759
1771	6931	759
1772	6932	759
1773	6933	759
1774	6934	759
1775	6935	759
1776	6936	759
1777	6937	759
1778	6938	759
1779	6939	759
1780	6940	675
1781	6941	759
1782	6942	703
1783	6943	759
1784	6944	711
1785	6945	759
1786	6946	707
1787	6947	707
1788	6948	707
1789	6950	759
1790	6951	759
1791	6952	759
1792	6953	759
1793	6954	759
1794	6955	759
1795	6956	759
1796	6957	759
1797	6958	759
1798	6959	759
1799	6960	759
1800	6962	759
1801	6963	759
1802	6964	759
1803	6965	759
1804	6966	759
1805	6967	759
1806	6968	759
1807	6969	759
1808	6970	759
1809	6971	759
1810	6972	759
1811	6973	759
1812	6974	759
1813	6975	759
1814	6976	759
1815	6977	759
1816	6978	702
1817	6979	713
1818	6980	759
1819	6981	713
1820	6982	713
1821	6983	713
1822	6984	713
1823	6985	713
1824	6986	713
1825	6987	759
1826	6988	702
1827	6989	702
1828	6990	702
1829	6991	702
1830	6992	702
1831	6994	702
1832	6995	714
1833	6996	714
1834	6997	714
1835	6998	759
1836	6999	714
1837	7000	714
1838	7001	759
1839	7002	714
1840	7003	714
1841	7004	759
1842	7005	714
1843	7006	759
1844	7007	714
1845	7008	714
1846	7009	759
1847	7010	759
1848	7011	759
1849	7012	759
1850	7013	759
1851	7014	759
1852	7015	759
1853	7016	759
1854	7017	759
1855	7018	759
1856	7019	759
1857	7020	759
1858	7021	759
1859	7022	759
1860	7023	702
1861	7024	759
1862	7025	702
1863	7026	702
